age, workclass, fnlwgt, education, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, Income-category
34, Self-emp-not-inc,276221, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
39, Private,140477, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,10, United-States, <=50K
27, Private,179915, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,99, United-States, <=50K
38, Local-gov,165799, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,12, United-States, <=50K
50, Private,121411, 12th,8, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private,255424, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
21, Private,211601, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
40, Private,111483, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
42, Private,529216, HS-grad,9, Separated, Transport-moving, Other-relative, Black, Male,0,0,40, United-States, <=50K
36, Private,76845, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0,0,35, United-States, <=50K
31, Private,263561, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2246,45, United-States, >50K
32, State-gov,169583, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,70, United-States, <=50K
53, Private,166368, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private,155781, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
39, Private,337898, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States, <=50K
25, Private,71351, 1st-4th,2, Never-married, Other-service, Other-relative, White, Male,0,0,25, El-Salvador, <=50K
31, Private,106347, 11th,7, Separated, Other-service, Not-in-family, Black, Female,0,0,42, United-States, <=50K
73, Self-emp-inc,80986, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
31, Private,198751, Bachelors,13, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
19, Self-emp-inc,148955, Some-college,10, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, South, <=50K
41, Private,185057, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, ?, <=50K
50, Private,196193, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, ?, <=50K
31, Private,225507, Assoc-voc,11, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private,35032, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
61, Private,132972, 9th,5, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Private,367329, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
45, Private,295046, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
26, Private,154966, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
26, Private,108658, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Federal-gov,23780, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
81, Private,114670, 9th,5, Widowed, Priv-house-serv, Not-in-family, Black, Female,2062,0,5, United-States, <=50K
28, Private,114158, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,26, United-States, <=50K
34, Private,255693, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, United-States, <=50K
58, Federal-gov,30111, Some-college,10, Widowed, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
18, Private,404085, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
22, Private,361487, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc,102318, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,25, United-States, <=50K
47, Private,148995, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
25, Private,188507, 7th-8th,4, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, Dominican-Republic, <=50K
22, Private,204160, HS-grad,9, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private,177955, 5th-6th,3, Never-married, Priv-house-serv, Other-relative, White, Female,2176,0,40, El-Salvador, <=50K
18, Private,165754, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
27, Private,376936, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private,235847, Prof-school,15, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
27, Private,176683, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, <=50K
25, Private,196771, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,65, United-States, <=50K
18, Private,102182, 12th,8, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,30, United-States, <=50K
59, Private,230039, HS-grad,9, Never-married, Exec-managerial, Unmarried, White, Female,0,625,38, United-States, <=50K
19, Private,252862, Assoc-voc,11, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private,177154, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K
58, Self-emp-inc,349910, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States, >50K
30, ?,151989, Assoc-voc,11, Divorced, ?, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private,150533, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,2829,0,40, United-States, <=50K
25, Private,33610, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
26, Private,195216, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,12, United-States, <=50K
28, ?,113635, 11th,7, Never-married, ?, Not-in-family, White, Male,0,0,30, United-States, <=50K
51, Private,55500, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
50, Private,211116, 10th,6, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
26, Private,380674, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,52, United-States, <=50K
31, Private,197672, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-inc,186359, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,7688,0,60, United-States, >50K
45, ?,144354, 9th,5, Separated, ?, Own-child, Black, Male,0,0,40, United-States, <=50K
51, Private,204304, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
25, Private,117589, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private,178778, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private,100345, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
25, Private,367306, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
49, Private,146268, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private,336042, HS-grad,9, Separated, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, State-gov,454063, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
71, Private,179574, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,12, United-States, >50K
49, Private,66385, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,5013,0,40, United-States, <=50K
37, Private,132879, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Private,101387, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
23, Private,482082, 12th,8, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,21, Mexico, <=50K
53, Private,177916, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,40, United-States, >50K
45, Federal-gov,179638, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
63, Private,158199, 1st-4th,2, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,44, Portugal, <=50K
45, Self-emp-not-inc,193451, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
27, Private,193898, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Private,151294, Some-college,10, Widowed, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
44, Private,124747, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,3103,0,40, United-States, >50K
65, ?,111916, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
32, State-gov,253354, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
39, Private,352248, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
45, Private,80430, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private,191342, 1st-4th,2, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
51, Private,95329, Masters,14, Divorced, Protective-serv, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Private,54260, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male,0,0,99, United-States, <=50K
28, Private,76714, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,55, United-States, >50K
48, Local-gov,383384, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
39, Private,358753, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States, >50K
56, Private,314727, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
36, Private,54229, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,37, United-States, <=50K
27, Local-gov,255237, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private,427862, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
74, ?,340939, 9th,5, Married-civ-spouse, ?, Husband, White, Male,3471,0,40, United-States, <=50K
37, Local-gov,365430, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Canada, >50K
38, Private,70995, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
22, Private,171176, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,48, ?, <=50K
20, Private,291979, HS-grad,9, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,20, United-States, <=50K
35, Self-emp-inc,186845, Bachelors,13, Married-civ-spouse, Sales, Own-child, White, Male,5178,0,50, United-States, >50K
54, Self-emp-inc,383365, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
31, Private,121308, 11th,7, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private,239659, Some-college,10, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,70, United-States, <=50K
19, Private,299050, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
39, Federal-gov,243872, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
40, Private,201495, 11th,7, Never-married, Transport-moving, Own-child, White, Male,0,0,35, United-States, <=50K
66, Self-emp-not-inc,104576, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,8, United-States, >50K
28, Private,214689, Bachelors,13, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,25, United-States, <=50K
35, Private,56201, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Mexico, <=50K
54, ?,156877, HS-grad,9, Divorced, ?, Not-in-family, White, Male,0,0,20, United-States, <=50K
51, ?,146325, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,28, United-States, <=50K
33, Private,339482, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, State-gov,234190, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
38, Private,32916, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, >50K
28, Private,67218, 7th-8th,4, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
33, Private,180551, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private,117767, Assoc-acdm,12, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
60, Private,116707, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K
38, Private,202683, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private,216164, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
23, Private,77581, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private,122206, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, <=50K
47, Private,418961, Assoc-voc,11, Divorced, Sales, Unmarried, Black, Female,0,0,25, United-States, <=50K
36, Local-gov,101833, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private,230563, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private,87560, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
67, ?,39100, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,5, United-States, <=50K
28, State-gov,130620, 11th,7, Separated, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, India, <=50K
36, Private,185099, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
47, Private,147236, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
20, Private,103277, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
26, Private,203492, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Self-emp-inc,284651, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0,0,43, United-States, <=50K
22, ?,42004, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,30, United-States, <=50K
49, Local-gov,186539, Masters,14, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
43, State-gov,438427, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
41, Private,116391, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private,208656, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,594,0,20, United-States, <=50K
54, ?,135840, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,50, United-States, <=50K
42, Private,204450, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
23, Local-gov,496382, Some-college,10, Married-spouse-abs, Adm-clerical, Own-child, White, Female,0,0,40, Guatemala, <=50K
25, Private,208591, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private,30916, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private,118212, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,40, United-States, >50K
28, Private,148645, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
33, ?,289046, HS-grad,9, Divorced, ?, Not-in-family, Black, Male,0,1741,40, United-States, <=50K
28, Private,163772, HS-grad,9, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, United-States, <=50K
55, Private,204751, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, <=50K
30, Private,129707, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1848,40, United-States, >50K
41, Local-gov,396467, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, >50K
42, Self-emp-inc,27187, Masters,14, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
56, Self-emp-not-inc,356067, Masters,14, Never-married, Sales, Not-in-family, White, Male,0,0,16, United-States, <=50K
29, Private,214881, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private,146398, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,24, United-States, <=50K
55, Private,118993, Some-college,10, Separated, Exec-managerial, Unmarried, White, Female,0,0,10, United-States, <=50K
42, Private,40151, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
46, Private,188293, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private,66777, Assoc-voc,11, Married-civ-spouse, Other-service, Other-relative, White, Female,3137,0,40, United-States, <=50K
41, Private,183203, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
53, Self-emp-inc,110445, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
26, Private,275703, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
62, ?,203126, 9th,5, Never-married, ?, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
61, Self-emp-inc,119986, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
24, Private,262570, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private,107125, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
49, Self-emp-inc,197332, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
26, Private,68895, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, Mexico, <=50K
27, Private,220748, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, Black, Male,0,0,48, United-States, <=50K
37, Private,292370, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, ?, >50K
24, State-gov,215797, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Local-gov,102359, 9th,5, Widowed, Handlers-cleaners, Unmarried, White, Male,0,2231,40, United-States, >50K
21, Private,199419, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private,52603, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
61, Private,160942, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,3103,0,50, United-States, <=50K
56, Local-gov,255406, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, ?,187167, HS-grad,9, Separated, ?, Not-in-family, White, Female,0,0,30, United-States, <=50K
22, Private,223515, Bachelors,13, Never-married, Prof-specialty, Unmarried, White, Male,0,0,20, United-States, <=50K
39, Private,115289, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, France, >50K
26, Private,210812, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,43, United-States, <=50K
68, ?,40956, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,25, United-States, <=50K
32, Private,115989, 11th,7, Married-civ-spouse, Other-service, Wife, White, Female,0,0,60, United-States, <=50K
33, Local-gov,27959, HS-grad,9, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
46, Private,273771, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,99999,0,40, United-States, >50K
47, Private,583755, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, >50K
44, Local-gov,241851, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,4386,0,40, United-States, >50K
76, ?,28221, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, Canada, >50K
18, Private,164441, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,38, United-States, <=50K
48, Local-gov,148549, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc,191978, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2392,50, United-States, >50K
62, Private,81116, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male,0,1974,40, United-States, <=50K
60, Self-emp-not-inc,78913, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
40, Private,323790, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
50, Private,172175, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
52, Private,181677, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, >50K
41, Private,183850, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, Private,106092, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
65, Private,190568, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,810,36, United-States, <=50K
19, Private,501144, Some-college,10, Never-married, Sales, Other-relative, Black, Female,0,0,40, United-States, <=50K
54, Private,420691, 1st-4th,2, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
22, Private,148187, 11th,7, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
64, ?,146272, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,3411,0,15, United-States, <=50K
46, Private,117313, 9th,5, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Ireland, <=50K
55, Private,206487, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
45, Private,172822, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,52, United-States, >50K
44, Self-emp-not-inc,83812, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
58, Private,118303, HS-grad,9, Widowed, Sales, Not-in-family, White, Female,0,0,35, United-States, >50K
57, State-gov,183657, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,35, United-States, >50K
32, Private,235109, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
25, ?,335376, Bachelors,13, Never-married, ?, Own-child, White, Female,0,0,30, United-States, <=50K
40, Private,190044, Assoc-acdm,12, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
43, Private,43945, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
32, Private,236318, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,32, United-States, <=50K
39, Self-emp-inc,336226, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,60, United-States, >50K
66, Private,174276, Some-college,10, Widowed, Sales, Unmarried, White, Female,0,0,50, United-States, >50K
31, Self-emp-not-inc,117346, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, <=50K
40, Private,190621, Some-college,10, Divorced, Exec-managerial, Other-relative, Black, Female,0,0,55, United-States, <=50K
38, Private,179668, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
22, Private,408383, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
55, Private,160303, HS-grad,9, Widowed, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
30, Private,196385, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,35, United-States, >50K
64, Private,119506, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
51, Private,183611, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, White, Male,0,0,55, Germany, <=50K
20, Private,24967, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,47, United-States, <=50K
39, Private,32146, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
23, Private,113466, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private,191930, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
46, Private,121124, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
47, Private,102308, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
21, Private,231160, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
43, Private,265266, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private,53833, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,46, United-States, >50K
58, Self-emp-not-inc,266707, 1st-4th,2, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2179,18, United-States, <=50K
45, Private,178319, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,56, United-States, >50K
51, Self-emp-inc,166386, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,35, Taiwan, <=50K
40, Private,96509, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
22, Private,107882, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,35, United-States, <=50K
32, Private,243988, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
51, Private,102615, Masters,14, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1977,40, United-States, >50K
63, ?,106648, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,25, United-States, <=50K
47, Self-emp-inc,350759, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
77, Private,253642, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,30, United-States, <=50K
31, Private,131568, 9th,5, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private,115284, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Male,0,0,45, United-States, >50K
23, Private,230704, Some-college,10, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,22, United-States, <=50K
